"Identifier","CID","MolecularFormula","MolecularWeight","CanonicalSMILES","IsomericSMILES","InChI","InChIKey","IUPACName","ExactMass","MonoisotopicMass"
"L-.beta.-Homoserine",193314,"C4H9NO3",119.12,"C(C(CO)N)C(=O)O","C(C(CO)N)C(=O)O","InChI=1S/C4H9NO3/c5-3(2-6)1-4(7)8/h3,6H,1-2,5H2,(H,7,8)","BUZICZZQJDLXJN-UHFFFAOYSA-N","3-amino-4-hydroxybutanoic acid",119.058243149,119.058243149
"L-CARNITINE",10917,"C7H15NO3",161.2,"C[N+](C)(C)CC(CC(=O)[O-])O","C[N+](C)(C)C[C@@H](CC(=O)[O-])O","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m1/s1","PHIQHXFUZVPYII-ZCFIWIBFSA-N","(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate",161.10519334,161.10519334
"L-Citrulline",9750,"C6H13N3O3",175.19,"C(CC(C(=O)O)N)CNC(=O)N","C(C[C@@H](C(=O)O)N)CNC(=O)N","InChI=1S/C6H13N3O3/c7-4(5(10)11)2-1-3-9-6(8)12/h4H,1-3,7H2,(H,10,11)(H3,8,9,12)/t4-/m0/s1","RHGKLRLOHDJJDR-BYPYZUCNSA-N","(2S)-2-amino-5-(carbamoylamino)pentanoic acid",175.09569129,175.09569129
"lenticin",442106,"C14H18N2O2",246.3,"C[N+](C)(C)C(CC1=CNC2=CC=CC=C21)C(=O)[O-]","C[N+](C)(C)[C@@H](CC1=CNC2=CC=CC=C21)C(=O)[O-]","InChI=1S/C14H18N2O2/c1-16(2,3)13(14(17)18)8-10-9-15-12-7-5-4-6-11(10)12/h4-7,9,13,15H,8H2,1-3H3/t13-/m0/s1","AOHCBEAZXHZMOR-ZDUSSCGKSA-N","(2S)-3-(1H-indol-3-yl)-2-(trimethylazaniumyl)propanoate",246.136827821,246.136827821
"Leucrose",165577,"C12H22O11",342.3,"C(C1C(C(C(C(O1)OC(CO)C(C(C(=O)CO)O)O)O)O)O)O","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H](CO)[C@H]([C@@H](C(=O)CO)O)O)O)O)O)O","InChI=1S/C12H22O11/c13-1-4(16)7(17)8(18)5(2-14)22-12-11(21)10(20)9(19)6(3-15)23-12/h5-15,17-21H,1-3H2/t5-,6-,7-,8-,9-,10+,11-,12+/m1/s1","DXALOGXSFLZLLN-WTZPKTTFSA-N","(3S,4S,5R)-1,3,4,6-tetrahydroxy-5-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexan-2-one",342.11621151,342.11621151
"Lewis A trisaccharide",22806751,"C20H35NO15",529.5,"CC1C(C(C(C(O1)OC2C(OC(C(C2OC3C(C(C(C(O3)CO)O)O)O)NC(=O)C)O)CO)O)O)O","C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)NC(=O)C)O)CO)O)O)O","InChI=1S/C20H35NO15/c1-5-10(25)12(27)14(29)19(32-5)35-16-8(4-23)33-18(31)9(21-6(2)24)17(16)36-20-15(30)13(28)11(26)7(3-22)34-20/h5,7-20,22-23,25-31H,3-4H2,1-2H3,(H,21,24)/t5-,7+,8+,9+,10+,11-,12+,13-,14-,15+,16+,17+,18?,19-,20-/m0/s1","CFDVGUXRLQWLJX-QGTNPELVSA-N","N-[(3R,4R,5S,6R)-2-hydroxy-6-(hydroxymethyl)-4-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5-[(2S,3S,4R,5S,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-3-yl]acetamide",529.20066941,529.20066941
"L-Glutamic acid",33032,"C5H9NO4",147.13,"C(CC(=O)O)C(C(=O)O)N","C(CC(=O)O)[C@@H](C(=O)O)N","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1","WHUUTDBJXJRKMK-VKHMYHEASA-N","(2S)-2-aminopentanedioic acid",147.05315777,147.05315777
"L-Glutathione, reduced",124886,"C10H17N3O6S",307.33,"C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N","C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N","InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1","RWSXRVCMGQZWBV-WDSKDSINSA-N","(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid",307.08380644,307.08380644
"L-KYNURENINE",161166,"C10H12N2O3",208.21,"C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N","C1=CC=C(C(=C1)C(=O)C[C@@H](C(=O)O)N)N","InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)/t8-/m0/s1","YGPSJZOEDVAXAB-QMMMGPOBSA-N","(2S)-2-amino-4-(2-aminophenyl)-4-oxobutanoic acid",208.08479225,208.08479225
"L-NG-Monomethylarginine",132862,"C7H16N4O2",188.23,"CN=C(N)NCCCC(C(=O)O)N","CN=C(N)NCCC[C@@H](C(=O)O)N","InChI=1S/C7H16N4O2/c1-10-7(9)11-4-2-3-5(8)6(12)13/h5H,2-4,8H2,1H3,(H,12,13)(H3,9,10,11)/t5-/m0/s1","NTNWOCRCBQPEKQ-YFKPBYRVSA-N","(2S)-2-amino-5-[(N'-methylcarbamimidoyl)amino]pentanoic acid",188.12732577,188.12732577
"Loliolide",100332,"C11H16O3",196.24,"CC1(CC(CC2(C1=CC(=O)O2)C)O)C","C[C@@]12C[C@H](CC(C1=CC(=O)O2)(C)C)O","InChI=1S/C11H16O3/c1-10(2)5-7(12)6-11(3)8(10)4-9(13)14-11/h4,7,12H,5-6H2,1-3H3/t7-,11+/m0/s1","XEVQXKKKAVVSMW-WRWORJQWSA-N","(6S,7aR)-6-hydroxy-4,4,7a-trimethyl-6,7-dihydro-5H-1-benzofuran-2-one",196.109944368,196.109944368
"LPC 18:2",11005824,"C26H50NO7P",519.7,"CCCCCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O","CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","InChI=1S/C26H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h9-10,12-13,25,28H,5-8,11,14-24H2,1-4H3/b10-9-,13-12-/t25-/m1/s1","SPJFYYJXNPEZDW-FTJOPAKQSA-N","[(2R)-2-hydroxy-3-[(9Z,12Z)-octadeca-9,12-dienoyl]oxypropyl] 2-(trimethylazaniumyl)ethyl phosphate",519.33248993,519.33248993
"LPE 18:2",52925130,"C23H44NO7P",477.6,"CCCCCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O","CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","InChI=1S/C23H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h6-7,9-10,22,25H,2-5,8,11-21,24H2,1H3,(H,27,28)/b7-6-,10-9-/t22-/m1/s1","DBHKHNGBVGWQJE-USWSLJGRSA-N","[(2R)-3-[2-aminoethoxy(hydroxy)phosphoryl]oxy-2-hydroxypropyl] (9Z,12Z)-octadeca-9,12-dienoate",477.28553974,477.28553974
"L-Propionylcarnitine",188824,"C10H19NO4",217.26,"CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","CCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C","InChI=1S/C10H19NO4/c1-5-10(14)15-8(6-9(12)13)7-11(2,3)4/h8H,5-7H2,1-4H3/t8-/m1/s1","UFAHZIUFPNSHSL-MRVPVSSYSA-N","(3R)-3-propanoyloxy-4-(trimethylazaniumyl)butanoate",217.13140809,217.13140809
"L-Pyroglutamic acid",7405,"C5H7NO3",129.11,"C1CC(=O)NC1C(=O)O","C1CC(=O)N[C@@H]1C(=O)O","InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1","ODHCTXKNWHHXJC-VKHMYHEASA-N","(2S)-5-oxopyrrolidine-2-carboxylic acid",129.042593085,129.042593085
"L-Tryptophan",6305,"C11H12N2O2",204.22,"C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N","C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N","InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1","QIVBCDIJIAJPQS-VIFPVBQESA-N","(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid",204.08987763,204.08987763
"L-Tyrosine",6057,"C9H11NO3",181.19,"C1=CC(=CC=C1CC(C(=O)O)N)O","C1=CC(=CC=C1C[C@@H](C(=O)O)N)O","InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1","OUYCCCASQSFEME-QMMMGPOBSA-N","(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid",181.07389321,181.07389321
"L-VALINE",6287,"C5H11NO2",117.15,"CC(C)C(C(=O)O)N","CC(C)[C@@H](C(=O)O)N","InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1","KZSNJWFQEVHDMF-BYPYZUCNSA-N","(2S)-2-amino-3-methylbutanoic acid",117.078978594,117.078978594
"Malonyl-L-carnitine",91825606,"C10H17NO6",247.24,"C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CC(=O)O","C[N+](C)(C)C[C@@H](CC(=O)[O-])OC(=O)CC(=O)O","InChI=1S/C10H17NO6/c1-11(2,3)6-7(4-8(12)13)17-10(16)5-9(14)15/h7H,4-6H2,1-3H3,(H-,12,13,14,15)/t7-/m1/s1","ZGNBLKBZJBJFDG-SSDOTTSWSA-N","(3R)-3-(2-carboxyacetyl)oxy-4-(trimethylazaniumyl)butanoate",247.10558726,247.10558726
"Methenolone",3037705,"C20H30O2",302.5,"CC1=CC(=O)CC2C1(C3CCC4(C(C3CC2)CCC4O)C)C","CC1=CC(=O)C[C@H]2[C@]1([C@H]3CC[C@]4([C@H]([C@@H]3CC2)CC[C@@H]4O)C)C","InChI=1S/C20H30O2/c1-12-10-14(21)11-13-4-5-15-16-6-7-18(22)19(16,2)9-8-17(15)20(12,13)3/h10,13,15-18,22H,4-9,11H2,1-3H3/t13-,15-,16-,17-,18-,19-,20-/m0/s1","ANJQEDFWRSLVBR-VHUDCFPWSA-N","(5S,8R,9S,10S,13S,14S,17S)-17-hydroxy-1,10,13-trimethyl-4,5,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",302.224580195,302.224580195
"METHIONINE",6137,"C5H11NO2S",149.21,"CSCCC(C(=O)O)N","CSCC[C@@H](C(=O)O)N","InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1","FFEARJCKVFRZRR-BYPYZUCNSA-N","(2S)-2-amino-4-methylsulfanylbutanoic acid",149.05104977,149.05104977
"METHYGLUTARATE",12284,"C6H10O4",146.14,"CC(CC(=O)O)CC(=O)O","CC(CC(=O)O)CC(=O)O","InChI=1S/C6H10O4/c1-4(2-5(7)8)3-6(9)10/h4H,2-3H2,1H3,(H,7,8)(H,9,10)","XJMMNTGIMDZPMU-UHFFFAOYSA-N","3-methylpentanedioic acid",146.0579088,146.0579088
"Methyl dihydrojasmonate",102861,"C13H22O3",226.31,"CCCCCC1C(CCC1=O)CC(=O)OC","CCCCCC1C(CCC1=O)CC(=O)OC","InChI=1S/C13H22O3/c1-3-4-5-6-11-10(7-8-12(11)14)9-13(15)16-2/h10-11H,3-9H2,1-2H3","KVWWIYGFBYDJQC-UHFFFAOYSA-N","methyl 2-(3-oxo-2-pentylcyclopentyl)acetate",226.15689456,226.15689456
"Methylecgonine",251884,"C10H17NO3",199.25,"CN1C2CCC1C(C(C2)O)C(=O)OC","CN1C2CCC1C(C(C2)O)C(=O)OC","InChI=1S/C10H17NO3/c1-11-6-3-4-7(11)9(8(12)5-6)10(13)14-2/h6-9,12H,3-5H2,1-2H3","QIQNNBXHAYSQRY-UHFFFAOYSA-N","methyl 3-hydroxy-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate",199.1208434,199.1208434
"Miltefosine",3599,"C21H46NO4P",407.6,"CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C","CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C","InChI=1S/C21H46NO4P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-25-27(23,24)26-21-19-22(2,3)4/h5-21H2,1-4H3","PQLXHQMOHUQAKB-UHFFFAOYSA-N","hexadecyl 2-(trimethylazaniumyl)ethyl phosphate",407.31644595,407.31644595
"Monoethyl phthalate",75318,"C10H10O4",194.18,"CCOC(=O)C1=CC=CC=C1C(=O)O","CCOC(=O)C1=CC=CC=C1C(=O)O","InChI=1S/C10H10O4/c1-2-14-10(13)8-6-4-3-5-7(8)9(11)12/h3-6H,2H2,1H3,(H,11,12)","YWWHKOHZGJFMIE-UHFFFAOYSA-N","2-ethoxycarbonylbenzoic acid",194.0579088,194.0579088
"N ALPHA-ACETYL-L-LYSINE",92907,"C8H16N2O3",188.22,"CC(=O)NC(CCCCN)C(=O)O","CC(=O)N[C@@H](CCCCN)C(=O)O","InChI=1S/C8H16N2O3/c1-6(11)10-7(8(12)13)4-2-3-5-9/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)/t7-/m0/s1","VEYYWZRYIYDQJM-ZETCQYMHSA-N","(2S)-2-acetamido-6-aminohexanoic acid",188.11609238,188.11609238
"N-(2,4-Dimethylphenyl)-N'-methylformamidine",36326,"C10H14N2",162.23,"CC1=CC(=C(C=C1)NC=NC)C","CC1=CC(=C(C=C1)NC=NC)C","InChI=1S/C10H14N2/c1-8-4-5-10(9(2)6-8)12-7-11-3/h4-7H,1-3H3,(H,11,12)","JIIOLEGNERQDIP-UHFFFAOYSA-N","N-(2,4-dimethylphenyl)-N'-methylmethanimidamide",162.115698455,162.115698455
"N-(9-oxodecyl)acetamide",38358941,"C12H23NO2",213.32,"CC(=O)CCCCCCCCNC(=O)C","CC(=O)CCCCCCCCNC(=O)C","InChI=1S/C12H23NO2/c1-11(14)9-7-5-3-4-6-8-10-13-12(2)15/h3-10H2,1-2H3,(H,13,15)","JRJBWKJICGFLDP-UHFFFAOYSA-N","N-(9-oxodecyl)acetamide",213.172878976,213.172878976
"N,N-DIMETHYLGLYCINE",673,"C4H9NO2",103.12,"CN(C)CC(=O)O","CN(C)CC(=O)O","InChI=1S/C4H9NO2/c1-5(2)3-4(6)7/h3H2,1-2H3,(H,6,7)","FFDGPVCHZBVARC-UHFFFAOYSA-N","2-(dimethylamino)acetic acid",103.06332853,103.06332853
"N.epsilon.-Acetyl-L-lysine",92832,"C8H16N2O3",188.22,"CC(=O)NCCCCC(C(=O)O)N","CC(=O)NCCCC[C@@H](C(=O)O)N","InChI=1S/C8H16N2O3/c1-6(11)10-5-3-2-4-7(9)8(12)13/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)/t7-/m0/s1","DTERQYGMUDWYAZ-ZETCQYMHSA-N","(2S)-6-acetamido-2-aminohexanoic acid",188.11609238,188.11609238
"N2-Methylguanosine",135501934,"C11H15N5O5",297.27,"CNC1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O","CNC1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O","InChI=1S/C11H15N5O5/c1-12-11-14-8-5(9(20)15-11)13-3-16(8)10-7(19)6(18)4(2-17)21-10/h3-4,6-7,10,17-19H,2H2,1H3,(H2,12,14,15,20)/t4-,6-,7-,10-/m1/s1","SLEHROROQDYRAW-KQYNXXCUSA-N","9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-2-(methylamino)-1H-purin-6-one",297.1073186,297.1073186
"N-3-Oxotetradecanoyl-L-homoserine lactone",9883786,"C18H31NO4",325.4,"CCCCCCCCCCCC(=O)CC(=O)NC1CCOC1=O","CCCCCCCCCCCC(=O)CC(=O)N[C@H]1CCOC1=O","InChI=1S/C18H31NO4/c1-2-3-4-5-6-7-8-9-10-11-15(20)14-17(21)19-16-12-13-23-18(16)22/h16H,2-14H2,1H3,(H,19,21)/t16-/m0/s1","YQFJJDSGBAAUPW-INIZCTEOSA-N","3-oxo-N-[(3S)-2-oxooxolan-3-yl]tetradecanamide",325.22530847,325.22530847
"N-Acetylaspartylglutamic acid",188803,"C11H16N2O8",304.25,"CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O","CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O","InChI=1S/C11H16N2O8/c1-5(14)12-7(4-9(17)18)10(19)13-6(11(20)21)2-3-8(15)16/h6-7H,2-4H2,1H3,(H,12,14)(H,13,19)(H,15,16)(H,17,18)(H,20,21)/t6-,7-/m0/s1","OPVPGKGADVGKTG-BQBZGAKWSA-N","(2S)-2-[[(2S)-2-acetamido-3-carboxypropanoyl]amino]pentanedioic acid",304.09066547,304.09066547
"N-Acetylhistidine",75619,"C8H11N3O3",197.19,"CC(=O)NC(CC1=CN=CN1)C(=O)O","CC(=O)N[C@@H](CC1=CN=CN1)C(=O)O","InChI=1S/C8H11N3O3/c1-5(12)11-7(8(13)14)2-6-3-9-4-10-6/h3-4,7H,2H2,1H3,(H,9,10)(H,11,12)(H,13,14)/t7-/m0/s1","KBOJOGQFRVVWBH-ZETCQYMHSA-N","(2S)-2-acetamido-3-(1H-imidazol-5-yl)propanoic acid",197.08004122,197.08004122
"N-Acetyl-L-carnosine",9903482,"C11H16N4O4",268.27,"CC(=O)NCCC(=O)NC(CC1=CN=CN1)C(=O)O","CC(=O)NCCC(=O)N[C@@H](CC1=CN=CN1)C(=O)O","InChI=1S/C11H16N4O4/c1-7(16)13-3-2-10(17)15-9(11(18)19)4-8-5-12-6-14-8/h5-6,9H,2-4H2,1H3,(H,12,14)(H,13,16)(H,15,17)(H,18,19)/t9-/m0/s1","BKAYIFDRRZZKNF-VIFPVBQESA-N","(2S)-2-(3-acetamidopropanoylamino)-3-(1H-imidazol-5-yl)propanoic acid",268.117155,268.117155
"N-Acetyl-L-tyrosine",68310,"C11H13NO4",223.22,"CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O","CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O","InChI=1S/C11H13NO4/c1-7(13)12-10(11(15)16)6-8-2-4-9(14)5-3-8/h2-5,10,14H,6H2,1H3,(H,12,13)(H,15,16)/t10-/m0/s1","CAHKINHBCWCHCF-JTQLQIEISA-N","(2S)-2-acetamido-3-(4-hydroxyphenyl)propanoic acid",223.0844579,223.0844579
"NAD",5892,"C21H27N7O14P2",663.4,"C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N","C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N","InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1","BAWFJGJZGIEFAR-NNYOXOHSSA-N","[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate",663.10912256,663.10912256
"NEROL",643820,"C10H18O",154.25,"CC(=CCCC(=CCO)C)C","CC(=CCC/C(=C\CO)/C)C","InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7-","GLZPCOQZEFWAFX-YFHOEESVSA-N","(2Z)-3,7-dimethylocta-2,6-dien-1-ol",154.135765193,154.135765193
"Nerylacetate",1549025,"C12H20O2",196.29,"CC(=CCCC(=CCOC(=O)C)C)C","CC(=CCC/C(=C\COC(=O)C)/C)C","InChI=1S/C12H20O2/c1-10(2)6-5-7-11(3)8-9-14-12(4)13/h6,8H,5,7,9H2,1-4H3/b11-8-","HIGQPQRQIQDZMP-FLIBITNWSA-N","[(2Z)-3,7-dimethylocta-2,6-dienyl] acetate",196.146329876,196.146329876
"N-Formylmethionine",439750,"C6H11NO3S",177.22,"CSCCC(C(=O)O)NC=O","CSCC[C@@H](C(=O)O)NC=O","InChI=1S/C6H11NO3S/c1-11-3-2-5(6(9)10)7-4-8/h4-5H,2-3H2,1H3,(H,7,8)(H,9,10)/t5-/m0/s1","PYUSHNKNPOHWEZ-YFKPBYRVSA-N","(2S)-2-formamido-4-methylsulfanylbutanoic acid",177.04596439,177.04596439
"Niacinamide",936,"C6H6N2O",122.12,"C1=CC(=CN=C1)C(=O)N","C1=CC(=CN=C1)C(=O)N","InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)","DFPAKSUCGFBDDF-UHFFFAOYSA-N","pyridine-3-carboxamide",122.048012819,122.048012819
"N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine",25219599,"C11H22N2O",198.31,"CN(CC1CCCO1)C2CCNCC2","CN(CC1CCCO1)C2CCNCC2","InChI=1S/C11H22N2O/c1-13(9-11-3-2-8-14-11)10-4-6-12-7-5-10/h10-12H,2-9H2,1H3","DOBMVARRMXTNME-UHFFFAOYSA-N","N-methyl-N-(oxolan-2-ylmethyl)piperidin-4-amine",198.17321333,198.17321333
"Nudifloramide",69698,"C7H8N2O2",152.15,"CN1C=C(C=CC1=O)C(=O)N","CN1C=C(C=CC1=O)C(=O)N","InChI=1S/C7H8N2O2/c1-9-4-5(7(8)11)2-3-6(9)10/h2-4H,1H3,(H2,8,11)","JLQSXXWTCJPCBC-UHFFFAOYSA-N","1-methyl-6-oxopyridine-3-carboxamide",152.058577502,152.058577502
"Oleoyl-L-carnitine",46907933,"C25H47NO4",425.6,"CCCCCCCCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C","InChI=1S/C25H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h12-13,23H,5-11,14-22H2,1-4H3/b13-12-/t23-/m1/s1","IPOLTUVFXFHAHI-WHIOSMTNSA-N","(3R)-3-[(Z)-octadec-9-enoyl]oxy-4-(trimethylazaniumyl)butanoate",425.35050898,425.35050898
"OMEGA-HYDROXYDODECANOATE",79034,"C12H24O3",216.32,"C(CCCCCC(=O)O)CCCCCO","C(CCCCCC(=O)O)CCCCCO","InChI=1S/C12H24O3/c13-11-9-7-5-3-1-2-4-6-8-10-12(14)15/h13H,1-11H2,(H,14,15)","ZDHCZVWCTKTBRY-UHFFFAOYSA-N","12-hydroxydodecanoic acid",216.17254462,216.17254462
"OPHTHALMIC ACID",7018721,"C11H19N3O6",289.29,"CCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N","CC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N","InChI=1S/C11H19N3O6/c1-2-7(10(18)13-5-9(16)17)14-8(15)4-3-6(12)11(19)20/h6-7H,2-5,12H2,1H3,(H,13,18)(H,14,15)(H,16,17)(H,19,20)/t6-,7-/m0/s1","JCMUOFQHZLPHQP-BQBZGAKWSA-N","(2S)-2-amino-5-[[(2S)-1-(carboxymethylamino)-1-oxobutan-2-yl]amino]-5-oxopentanoic acid",289.12738533,289.12738533
"Oxandrolone",5878,"C19H30O3",306.4,"CC12CCC3C(C1CCC2(C)O)CCC4C3(COC(=O)C4)C","C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(COC(=O)C4)C","InChI=1S/C19H30O3/c1-17-11-22-16(20)10-12(17)4-5-13-14(17)6-8-18(2)15(13)7-9-19(18,3)21/h12-15,21H,4-11H2,1-3H3/t12-,13+,14-,15-,17-,18-,19-/m0/s1","QSLJIVKCVHQPLV-PEMPUTJUSA-N","(1S,3aS,3bR,5aS,9aS,9bS,11aS)-1-hydroxy-1,9a,11a-trimethyl-2,3,3a,3b,4,5,5a,6,9,9b,10,11-dodecahydroindeno[4,5-h]isochromen-7-one",306.21949481,306.21949481
"PANTOTHENATE",6613,"C9H17NO5",219.23,"CC(C)(CO)C(C(=O)NCCC(=O)O)O","CC(C)(CO)[C@H](C(=O)NCCC(=O)O)O","InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/t7-/m0/s1","GHOKWGTUZJEAQD-ZETCQYMHSA-N","3-[[(2R)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid",219.11067264,219.11067264
"PANTOTHENIC ACID",6613,"C9H17NO5",219.23,"CC(C)(CO)C(C(=O)NCCC(=O)O)O","CC(C)(CO)[C@H](C(=O)NCCC(=O)O)O","InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/t7-/m0/s1","GHOKWGTUZJEAQD-ZETCQYMHSA-N","3-[[(2R)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid",219.11067264,219.11067264
"Pentaethylene glycol",62551,"C10H22O6",238.28,"C(COCCOCCOCCOCCO)O","C(COCCOCCOCCOCCO)O","InChI=1S/C10H22O6/c11-1-3-13-5-7-15-9-10-16-8-6-14-4-2-12/h11-12H,1-10H2","JLFNLZLINWHATN-UHFFFAOYSA-N","2-[2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethoxy]ethanol",238.14163842,238.14163842
