"Identifier","CID","MolecularFormula","MolecularWeight","CanonicalSMILES","IsomericSMILES","InChI","InChIKey","IUPACName","ExactMass","MonoisotopicMass"
"TG 18:1_18:1_22:6",156589034,"C61H102O6",931.5,"CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCCCCCCCC","CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCCCCCC","InChI=1S/C61H102O6/c1-4-7-10-13-16-19-22-25-28-29-30-31-34-36-39-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-40-37-33-27-24-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-38-35-32-26-23-20-17-14-11-8-5-2/h7,10,16,19,25-28,30-33,36,39,45,48,58H,4-6,8-9,11-15,17-18,20-24,29,34-35,37-38,40-44,46-47,49-57H2,1-3H3/b10-7-,19-16-,28-25-,31-30-,32-26-,33-27-,39-36-,48-45-","QFVBKJOYLFHVKV-DNVUEQEESA-N","2,3-bis[[(Z)-octadec-9-enoyl]oxy]propyl (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate",930.76764097,930.76764097
"TG 18:1_18:2_22:5",165335809,"C61H102O6",931.5,"CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCC=CCCCCC","CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","InChI=1S/C61H102O6/c1-4-7-10-13-16-19-22-25-28-29-30-31-34-36-39-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-40-37-33-27-24-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-38-35-32-26-23-20-17-14-11-8-5-2/h7,10,16,18-19,21,25-28,30-33,36,39,58H,4-6,8-9,11-15,17,20,22-24,29,34-35,37-38,40-57H2,1-3H3/b10-7-,19-16-,21-18-,28-25-,31-30-,32-26-,33-27-,39-36-","ZMFFWUOLHWWCNZ-PSVMOQGVSA-N","[2-[(9Z,12Z)-octadeca-9,12-dienoyl]oxy-3-[(Z)-octadec-9-enoyl]oxypropyl] (7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoate",930.76764097,930.76764097
"TG O-18:1_18:1_22:6",164270588,"C61H104O5",917.5,"CCCCCCCCC=CCCCCCCCCOCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCCCCCCCC","CCCCCCCC/C=C\CCCCCCCCOCC(COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCCCCCC","InChI=1S/C61H104O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-34-36-39-42-45-48-51-54-60(62)65-58-59(57-64-56-53-50-47-44-41-38-35-29-26-23-20-17-14-11-8-5-2)66-61(63)55-52-49-46-43-40-37-33-27-24-21-18-15-12-9-6-3/h7,10,16,19,25-29,31-33,36,39,45,48,59H,4-6,8-9,11-15,17-18,20-24,30,34-35,37-38,40-44,46-47,49-58H2,1-3H3/b10-7-,19-16-,28-25-,29-26-,32-31-,33-27-,39-36-,48-45-","HDVHMYZGEMUNNC-UTIDHWIDSA-N","[3-[(Z)-octadec-9-enoxy]-2-[(Z)-octadec-9-enoyl]oxypropyl] (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate",916.78837641,916.78837641
"TG 18:0_18:1_22:6",132974089,"C61H104O6",933.5,"CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCCCCCCCC","CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCCCCCC","InChI=1S/C61H104O6/c1-4-7-10-13-16-19-22-25-28-29-30-31-34-36-39-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-40-37-33-27-24-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-38-35-32-26-23-20-17-14-11-8-5-2/h7,10,16,19,25,27-28,30-31,33,36,39,45,48,58H,4-6,8-9,11-15,17-18,20-24,26,29,32,34-35,37-38,40-44,46-47,49-57H2,1-3H3/b10-7-,19-16-,28-25-,31-30-,33-27-,39-36-,48-45-","GPPIWOJDFFGJMA-GYGDYXAYSA-N","[3-octadecanoyloxy-2-[(Z)-octadec-9-enoyl]oxypropyl] (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate",932.78329103,932.78329103
"TG 18:1_18:1_22:5",165324272,"C61H104O6",933.5,"CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCCCCCCCC","CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCCCCCC","InChI=1S/C61H104O6/c1-4-7-10-13-16-19-22-25-28-29-30-31-34-36-39-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-40-37-33-27-24-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-38-35-32-26-23-20-17-14-11-8-5-2/h7,10,16,19,25-28,30-33,36,39,58H,4-6,8-9,11-15,17-18,20-24,29,34-35,37-38,40-57H2,1-3H3/b10-7-,19-16-,28-25-,31-30-,32-26-,33-27-,39-36-","XSJRKDQVEHTWNV-WUYULJGMSA-N","2,3-bis[[(Z)-octadec-9-enoyl]oxy]propyl (7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoate",932.78329103,932.78329103
"TG O-18:0_18:1_22:6",132972930,"C61H106O5",919.5,"CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCCCCCCCC","CCCCCCCCCCCCCCCCCCOCC(COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCCCCCC","InChI=1S/C61H106O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-34-36-39-42-45-48-51-54-60(62)65-58-59(57-64-56-53-50-47-44-41-38-35-29-26-23-20-17-14-11-8-5-2)66-61(63)55-52-49-46-43-40-37-33-27-24-21-18-15-12-9-6-3/h7,10,16,19,25,27-28,31-33,36,39,45,48,59H,4-6,8-9,11-15,17-18,20-24,26,29-30,34-35,37-38,40-44,46-47,49-58H2,1-3H3/b10-7-,19-16-,28-25-,32-31-,33-27-,39-36-,48-45-","HWNMHVIHHCWXIY-QGQYCEPOSA-N","[2-[(Z)-octadec-9-enoyl]oxy-3-octadecoxypropyl] (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate",918.80402648,918.80402648
"TG 16:0_20:0_22:6",132974275,"C61H106O6",935.5,"CCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC","CCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","InChI=1S/C61H106O6/c1-4-7-10-13-16-19-22-25-27-29-30-32-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-28-26-23-20-17-14-11-8-5-2/h7,10,16,19,25,27,30,32,36,39,45,48,58H,4-6,8-9,11-15,17-18,20-24,26,28-29,31,33-35,37-38,40-44,46-47,49-57H2,1-3H3/b10-7-,19-16-,27-25-,32-30-,39-36-,48-45-","MFEMOOPQEUDGEA-URRVBUQYSA-N","(3-hexadecanoyloxy-2-icosanoyloxypropyl) (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate",934.7989411,934.7989411
"TG 18:1_18:1_22:4",165255649,"C61H106O6",935.5,"CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCCCCCCCC","CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCCCCCC","InChI=1S/C61H106O6/c1-4-7-10-13-16-19-22-25-28-29-30-31-34-36-39-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-40-37-33-27-24-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-38-35-32-26-23-20-17-14-11-8-5-2/h7,10,16,19,25-28,30-33,58H,4-6,8-9,11-15,17-18,20-24,29,34-57H2,1-3H3/b10-7-,19-16-,28-25-,31-30-,32-26-,33-27-","MLZUUSCOTWOREA-BMQZPGLHSA-N","2,3-bis[[(Z)-octadec-9-enoyl]oxy]propyl (10Z,13Z,16Z,19Z)-docosa-10,13,16,19-tetraenoate",934.7989411,934.7989411
"TG O-18:0_18:1_22:5",132973069,"C61H108O5",921.5,"CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCCCCCCCC","CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCCCCCC","InChI=1S/C61H108O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-34-36-39-42-45-48-51-54-60(62)65-58-59(57-64-56-53-50-47-44-41-38-35-29-26-23-20-17-14-11-8-5-2)66-61(63)55-52-49-46-43-40-37-33-27-24-21-18-15-12-9-6-3/h7,10,16,19,25,27-28,31-33,36,39,59H,4-6,8-9,11-15,17-18,20-24,26,29-30,34-35,37-38,40-58H2,1-3H3/b10-7-,19-16-,28-25-,32-31-,33-27-,39-36-","PIBOOQGNSUBGML-OZWUQWCMSA-N","[2-[(Z)-octadec-9-enoyl]oxy-3-octadecoxypropyl] (7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoate",920.81967654,920.81967654
"TG O-20:1_16:0_22:5",164276780,"C61H108O5",921.5,"CCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCCCC=CCCCCCCCC)COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC","CCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","InChI=1S/C61H108O5/c1-4-7-10-13-16-19-22-25-27-29-31-32-34-37-39-42-45-48-51-54-60(62)65-58-59(66-61(63)55-52-49-46-43-40-36-24-21-18-15-12-9-6-3)57-64-56-53-50-47-44-41-38-35-33-30-28-26-23-20-17-14-11-8-5-2/h7,10,16,19,25-28,31-32,37,39,59H,4-6,8-9,11-15,17-18,20-24,29-30,33-36,38,40-58H2,1-3H3/b10-7-,19-16-,27-25-,28-26-,32-31-,39-37-","HQDFUKCQVZUIGJ-OVDONTHPSA-N","[2-hexadecanoyloxy-3-[(Z)-icos-11-enoxy]propyl] (7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoate",920.81967654,920.81967654
"TG 18:1_18:1_22:3",165190081,"C61H108O6",937.5,"CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC=CCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC","CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC","InChI=1S/C61H108O6/c1-4-7-10-13-16-19-22-25-28-29-30-31-34-36-39-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-40-37-33-27-24-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-38-35-32-26-23-20-17-14-11-8-5-2/h16,19,25-28,30-33,58H,4-15,17-18,20-24,29,34-57H2,1-3H3/b19-16-,28-25-,31-30-,32-26-,33-27-","BLEGOUVQUQOKFV-VAKAIOEZSA-N","2,3-bis[[(Z)-octadec-9-enoyl]oxy]propyl (10Z,13Z,16Z)-docosa-10,13,16-trienoate",936.81459116,936.81459116
"TG 16:1_18:1_24:2",165185320,"C61H110O6",939.5,"CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCC=CCC=CCCCCCCC)COC(=O)CCCCCCCC=CCCCCCC","CCCCCCCC/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCCCC)COC(=O)CCCCCCC/C=C\CCCCCC","InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-31-32-34-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-33-26-23-20-17-14-11-8-5-2/h21-22,24-26,28-29,33,58H,4-20,23,27,30-32,34-57H2,1-3H3/b24-21-,25-22-,29-28-,33-26-","ASSNKECMUCIZJI-CHIJSOFMSA-N","[3-[(Z)-hexadec-9-enoyl]oxy-2-[(Z)-octadec-9-enoyl]oxypropyl] (13Z,16Z)-tetracosa-13,16-dienoate",938.83024122,938.83024122
"TG O-18:1_18:1_22:2",164385583,"C61H112O5",925.5,"CCCCCCCCC=CCCCCCCCCOCC(COC(=O)CCCCCCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC","CCCCCCCC/C=C\CCCCCCCCOCC(COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC","InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-34-36-39-42-45-48-51-54-60(62)65-58-59(57-64-56-53-50-47-44-41-38-35-29-26-23-20-17-14-11-8-5-2)66-61(63)55-52-49-46-43-40-37-33-27-24-21-18-15-12-9-6-3/h16,19,25-29,33,59H,4-15,17-18,20-24,30-32,34-58H2,1-3H3/b19-16-,28-25-,29-26-,33-27-","PVYZJQAYUPALOX-NYLRJDSMSA-N","[3-[(Z)-octadec-9-enoxy]-2-[(Z)-octadec-9-enoyl]oxypropyl] (13Z,16Z)-docosa-13,16-dienoate",924.85097667,924.85097667
"TG 16:1_18:1_24:1",165235066,"C61H112O6",941.5,"CCCCCCCCCCC=CCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC","CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC","InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-31-32-34-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-33-26-23-20-17-14-11-8-5-2/h21,24,26,28-29,33,58H,4-20,22-23,25,27,30-32,34-57H2,1-3H3/b24-21-,29-28-,33-26-","JIJVXJDCQCVQOL-ZEXFXMDWSA-N","[3-[(Z)-hexadec-9-enoyl]oxy-2-[(Z)-octadec-9-enoyl]oxypropyl] (Z)-tetracos-13-enoate",940.84589129,940.84589129
"TG O-22:1_18:1_18:1",164248156,"C61H114O5",927.6,"CCCCCCCCC=CCCCCCCCCCCCCOCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC","CCCCCCCC/C=C\CCCCCCCCCCCCOCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC","InChI=1S/C61H114O5/c1-4-7-10-13-16-19-22-25-28-29-30-31-32-35-38-41-44-47-50-53-56-64-57-59(66-61(63)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)58-65-60(62)54-51-48-45-42-39-36-33-26-23-20-17-14-11-8-5-2/h25-28,33-34,59H,4-24,29-32,35-58H2,1-3H3/b28-25-,33-26-,34-27-","FLDLPUUUXTZEQK-XTDMOSDKSA-N","[3-[(Z)-docos-13-enoxy]-2-[(Z)-octadec-9-enoyl]oxypropyl] (Z)-octadec-9-enoate",926.86662673,926.86662673
"DG 16:0_42:2",164265125,"C61H116O5",929.6,"CCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=CCC=CCCCCCCC","CCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCCCCC/C=C\C/C=C\CCCCCCC","InChI=1S/C61H116O5/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32-33-34-35-36-37-38-39-40-41-42-44-46-48-50-52-54-56-61(64)66-59(57-62)58-65-60(63)55-53-51-49-47-45-43-16-14-12-10-8-6-4-2/h15,17,19-20,59,62H,3-14,16,18,21-58H2,1-2H3/b17-15-,20-19-","GSTJUGGXQQAQEA-YVCOGYDTSA-N","(1-hexadecanoyloxy-3-hydroxypropan-2-yl) (31Z,34Z)-dotetraconta-31,34-dienoate",928.8822768,928.8822768
"TG O-22:0_18:1_18:1",164241957,"C61H116O5",929.6,"CCCCCCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC","CCCCCCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC","InChI=1S/C61H116O5/c1-4-7-10-13-16-19-22-25-28-29-30-31-32-35-38-41-44-47-50-53-56-64-57-59(66-61(63)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)58-65-60(62)54-51-48-45-42-39-36-33-26-23-20-17-14-11-8-5-2/h26-27,33-34,59H,4-25,28-32,35-58H2,1-3H3/b33-26-,34-27-","DYOMBYVKIKSSKA-FOFJVPNESA-N","[3-docosoxy-2-[(Z)-octadec-9-enoyl]oxypropyl] (Z)-octadec-9-enoate",928.8822768,928.8822768
"TG 16:0_18:1_24:0",132975091,"C61H116O6",945.6,"CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC","CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC","InChI=1S/C61H116O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-31-32-34-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-33-26-23-20-17-14-11-8-5-2/h26,33,58H,4-25,27-32,34-57H2,1-3H3/b33-26-","DFSTYDOPXLRTDY-MKFPQRGTSA-N","[3-hexadecanoyloxy-2-[(Z)-octadec-9-enoyl]oxypropyl] tetracosanoate",944.87719142,944.87719142
"TG O-20:1_16:0_22:0",164385830,"C61H118O5",931.6,"CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COCCCCCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC","CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC","InChI=1S/C61H118O5/c1-4-7-10-13-16-19-22-25-27-29-31-32-34-37-39-42-45-48-51-54-60(62)65-58-59(66-61(63)55-52-49-46-43-40-36-24-21-18-15-12-9-6-3)57-64-56-53-50-47-44-41-38-35-33-30-28-26-23-20-17-14-11-8-5-2/h26,28,59H,4-25,27,29-58H2,1-3H3/b28-26-","PWKTZRYJAWFQQV-SGEDCAFJSA-N","[2-hexadecanoyloxy-3-[(Z)-icos-11-enoxy]propyl] docosanoate",930.89792686,930.89792686
"TG O-22:0_16:0_20:0",164264497,"C61H120O5",933.6,"CCCCCCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC","CCCCCCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC","InChI=1S/C61H120O5/c1-4-7-10-13-16-19-22-25-27-29-30-31-33-35-38-41-44-47-50-53-56-64-57-59(66-61(63)55-52-49-46-43-40-36-24-21-18-15-12-9-6-3)58-65-60(62)54-51-48-45-42-39-37-34-32-28-26-23-20-17-14-11-8-5-2/h59H,4-58H2,1-3H3","GRQQHPYBNTXHHC-UHFFFAOYSA-N","(3-docosoxy-2-hexadecanoyloxypropyl) icosanoate",932.91357692,932.91357692
"TG 14:0_22:6_22:6",132973082,"C61H94O6",923.4,"CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC","CCCCCCCCCCCCCC(=O)OCC(COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","InChI=1S/C61H94O6/c1-4-7-10-13-16-19-22-24-26-28-30-32-34-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-35-33-31-29-27-25-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,24-27,30-33,36-37,39-40,45-46,48-49,58H,4-6,9,12-15,18,21-23,28-29,34-35,38,41-44,47,50-57H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,26-24-,27-25-,32-30-,33-31-,39-36-,40-37-,48-45-,49-46-","CFDIWPPOFAWCOJ-QADZOOAHSA-N","[2-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoyl]oxy-3-tetradecanoyloxypropyl] (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate",922.70504071,922.70504071
"TG 14:0_22:5_22:6",132973267,"C61H96O6",925.4,"CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC","CCCCCCCCCCCCCC(=O)OCC(COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","InChI=1S/C61H96O6/c1-4-7-10-13-16-19-22-24-26-28-30-32-34-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-35-33-31-29-27-25-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,24-27,30-33,36-37,39-40,45,48,58H,4-6,9,12-15,18,21-23,28-29,34-35,38,41-44,46-47,49-57H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,26-24-,27-25-,32-30-,33-31-,39-36-,40-37-,48-45-","KRMCNOVCWGWYHP-QUZSWCBWSA-N","[1-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoyl]oxy-3-tetradecanoyloxypropan-2-yl] (7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoate",924.72069078,924.72069078
"TG 16:0_20:5_22:6",132973277,"C61H96O6",925.4,"CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC","CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","InChI=1S/C61H96O6/c1-4-7-10-13-16-19-22-25-27-29-30-32-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-28-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-28,30,32,34,36-37,39,43,45-46,48,58H,4-6,9,12-15,18,21-24,29,31,33,35,38,40-42,44,47,49-57H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,27-25-,28-26-,32-30-,37-34-,39-36-,46-43-,48-45-","UZFNMPJCAIVEGV-RJPYUBGTSA-N","[3-hexadecanoyloxy-2-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxypropyl] (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate",924.72069078,924.72069078
"TG 16:0_20:4_22:6",132973466,"C61H98O6",927.4,"CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC","CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","InChI=1S/C61H98O6/c1-4-7-10-13-16-19-22-25-27-29-30-32-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-28-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-28,30,32,34,36-37,39,45,48,58H,4-6,9,12-15,18,21-24,29,31,33,35,38,40-44,46-47,49-57H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,27-25-,28-26-,32-30-,37-34-,39-36-,48-45-","HCEQQESIFLFUPF-BZCFYLIVSA-N","[3-hexadecanoyloxy-2-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxypropyl] (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate",926.73634084,926.73634084
